text,etiqueta
"@zommix no, que pendejada, ya se pelearon y ya se contentaron, y ahora la mamá ya le leyó la cartilla al guero, ya no lo va a dejar verla",
@rubialvc @MirthaYudithOF @gizbetan eso fue único jejeje,
@alexMay_Be algo similar me ha pasado,
Estoy esperando aún el directo de @ZooEvolution @WillyrexYT @vegetta777,
Que suave que me contestaras más rápido,
"@Arissima yyyy gracias, te vamos regalar una playera",
@Soymarioruiz a mi se me acabaron desde la semana pasada,
Queridos reyes magos: yo sigo esperando lo que pedí,
Creo que no enseñan griego en el departamento de lenguas extranjeras,
"La peor noche, no se como pude dormir así de enferma",
Me gustabas para ver películas y series acostados pero preferías a tus amigos,
Feeeliz dia a todas las enfermeras del mundo mundial son lo mejor que hay,
Cuándo se termine este contrato empezaré a buscar un nuevo depa y un gatito.,
Me salió el mono en la rosca... creo será la única sorpresa de mi año,
"#s900 uy! Feliz primer lunes del 17! Un gustazo escucharlos en Querétaro frío, pero chido",
@AyD_ParaTi estoy registrado y no me llegan ni puedo pagar en linea ni nada dice que pagina en servicio,
Cada que hablo contigo mi corazón se pone feliz pero eso no se nota a través de una pantalla,
"Chavos no quiero ser pesimista pero siento que el Kit no es pa'mi, ease qué no voy a ganar",
"@VMataix para dar su opinión en diferentes temas actuales importantes no sólo ahora de la cuestión de elecciones, saludos buena platica",
"@Liebehaeschen nop, este crush era nuevo y no había hablado de él aquí para no salarme era muy perfecto para mi peronirogarle",
"No sé porque les preocupa tanto el "" me divierte"" en sus fotos de fb, a mi ni me dan like",
Y time hop me dijo que hace 3 años estaba vomitando pulque en las jardines enfrente de bellas artes ja ja y estaba enamorada..,
"@Djrossana que tengan un lindo martes y que todos tus sueños se hagan realidad Sé tu misma, No copies Modas Eres Mi ejemplo a seguir",
"@Mumusiraneitor bueno, hoy duermo temprano jeje linda noche y disfrúta al máximo (a la hr que lo leas), tqm ...!!!",
Ese momento que te retiras de la vida de alguien y ves que todo se compone de ese lado Hay círculos virtuosos y hay círculos viciosos.,
"Una señora alza la voz,le piden no gritar,ella dice con usted no estoy hablando...entonces por qué habla Tan fuerte...me aturde",
"@raticorns Pasé algo similar, el regalo genial (una de esas cosas donde pones tu cel y se ve 3d) pero mi cel es viejísimo y no funciona",
"Ojalá se ponga de moda tener un poco de respeto y educación. No sólo des like, aplícalo en tu vida! No aparentes cosas q no son! #anotele",
"@Dianybony jajajaja claro que no amor!! te amo mucho, ya te estoy esperando en el aeropuerto!!!! Ya sal, que te quiero veeeer!!",
"@Samm_Bntz Bebé, no sé si sea error de dedo cuando ando de chismosa o es que a Leos y a ti, no los quieren en mi lista de amigos en insta",
@AlbertoVill descubri que soy celosa,
Como te tardas en contestar,
MELCHOR GASPAR Y yo sin quincena,
@MeDicenLoya neta no pensaste en mi? Cortalas,
"@AletzAGoGo @robblie lo odio!!!, nececito claridad",
"@Mayra_Zepeda @nayaroldan y se ven bien ricos Gracias, May.",
Esperamos que disfrutes de este día con tus seres queridos #DíaDeReyes #DeliciaObelie,
Fue MEJOR que algunas personas se fueran para conocer a otras,
La verdad hoy fue una noche bastante aburrida espero poder salir mañana,
Me enoja que me den ganas de cagar cuando estoy bien cómodo acostado,
Sí sentí feo cuando ví que se iba a ir a vivir a CDMX,
@puntoguionpunto ando bien porque nunca sentí nada. Pero estaban bien ricos porque tenían chispitas.,
Lo bueno que ayer partí rosca con mis amigos porque hoy no partiremos con mi familia,
@luixuz Yo también No te dí permiso de que te fueras y me dejaras sola con el bebé,
Por que no maquillo padre como mis primas de USA y por que no tengo su maquillaje hahahaha,
"Ayer me robaron descaradamente, jamás acompañes a tu mamá al centro comercial con tu tarjeta de la beca",
@patriotsespanol Gracias y saludos del club más grande de Chihuahua! Esperando q los reyes nos traigan a México a los @Patriots,
Lo que me da más miedo miedo de vivir sola es no poder abrir el frasco de mermelada o de miel,
Lo raro esq yo también me canso de estar ahí así q te pones las pilas o me pierdes no hay más,
"@alemarinD míralo de este modo, si le gustara el futbol tu vida sería más triste por recibir burlas por irle al cruz azul",
@carmenrosaaa se supone que exceso de velocidad. Pero es carretera! 6 no hay letreros que indiquen la máxima. empezó mal mi año,
Como cuando ya es media noche y te pones a pensar y suponer estupideces sin sentido que te rompen el corazón. *necesita un abrazo*,
Soy afortunado: Gracias a Dios y a la vida por este 2016 que me permitió terminar la carrera y al 2017 por empezarlo con trabajo,
"- Má, ¿te acuerdas que te dije que iba a salir con mi novia? - Sí - Pues salimos con nuestras pendejadas, está embarazada",
Esta súper raro por que el año pasado vino a buscarme a la puerta de mi casa y yo ya estaba en el camión de regreso a puebla,
sé (o eso espero) que me va a dar una estabilidad económica en un futuro pero pues no sé no sé quisiera sentirme más desbordada de deseo,
"Mama: por que tan feliz? Yo: porque? Mama: por que están sonriendo Soy un risueño que cree, no se necesita estar feliz pa sonrreir",
"El ""amor de mi vida"" existe y yo soy ""el amor de mi vida"" de alguien mas, siempre pasa y los tres seguimos solos que chafa",
Haré un libro que se llame: las mil y un millón de formas de cagarla. Obvio para que no hagan todo lo que yo hago y así tengan éxito.,
#EmpiezanLasPosadasY yo ya soy gordo,
Brillas y brillas tan lindo,
Ya me quiero encontrar de nuevo,
@Elenacastillo08 Yo tambien y me faltan 2 añales,
"@mariobautista_ Soy mala Bautister, no puse el 11:14",
De vdd tengo mucho sueño! Ya estoy viejito,
Que triste ver todas las fotos de cuando fuimos amigas,
Buen día. No funciona el semáforo de Avenida Cultura @HermosilloGob Saludos,
@TarsisLugo si no te gusta ponle limón y azúcar así sabe más rica,
"@soy_macho_alpha fue un placer, suerte y bonito miércoles, un abrazo! x",
"@intrascendente jajaja ya es parte de ti y está bonito y está bien, hombre",
Primer logro del año cumplido. Me agregaron al grupo de desayunos de mi trabajo #AquiEstaTuGordoBabyMyLove,
le mande un mensaje a mi ibf por año nuevo y aun no me contesta jajaj,
"Aunque ya llegue y eso esta padre, la triste realidad es que sigo teniendo hambre.",
Parti 3 roscas diferentes y en las 3 me salio el niño!! Algo estoy haciendo mal,
#BuenosDias mundo Twittero ya empezó la segunda semana del año y estoy mas que listo para vivir un día mas,
"Si no vivo al norte de la ciudad, tengo un iPhone, auto y dinero no soy cool?",
"Extraño a mis comprañeros roberto, osvaldo, julio y leo eran increibles al igual que mis super jefes!",
Mañana de nuevo a la realidad!! Amorsitooo muy buenas vacas de tu trabajo!! Excelente estar juntitos con Mati,
"Bellarreal hermosa. @JazminconJ que tengas un maravilloso sábado lleno de alegría y felicidad, mas al rato te veo, te quieramo muchísimo",
@CaELiKe Caeli seas mamona me tienes esperando tu numero desde año nuevo haha te pazaz oie Tee aamo saludame pliis dime si tu me amas,
"Ya no se si me da más miedo salir por los altos costos del gobierno, los asaltos o por el vandalismo de las personas",
La belleza que hay en el ESFUERZO del ser humano es su capacidad de querer ENTENDER y su PERSEVERANCIA al querer llevar a cabo las cosas,
Cómo cuando tu mamá te manda a buscar algo pero no sabe que ahí están escondidos los regalos de navidad y de paso me regañan chale jaja,
Que feo se siente o más bien que mal me siento al ver que se están robando un carro y el cabrón te ve cuando lo esta haciendo,
"Las cosas mas importantes de la vida sólo requieren de acciones sencillas! Una llamada, una sonrisa, un gracias, un Te Quiero, un Te Amo",
"Cuando llevas pastel a tu casa y cuando vas a comer sólo te dejaron un cuarto de rebanada. Pero si yo lo traje. Jajajajaja, que triste.",
Tipico: — Ven aquí. — No. — ¡Que vengas! — No. — ¿¡Por que no!? — Por que que me vas a pegar.,
"Y me ha pasado con Carlos, Roberto, y una larga lista de amigos con los que la gente cree que me revuelco. Pero no, porque soy una ñoña",
Excelente mensaje de @ussoccer y @miseleccionmx,
Que triste es no tenerte,
Esto.de tener sangre rara no jalo,
"@CFE_GolfoNte @Cicmty buenos días, seguimos sin servicio!",
"En el mismo lugar, con distinta gente",
#EsteFinTengoGanasDe Cocinar una rica pasta casera de espinacas con queso,
@MarilynVLoeza a ver cuando salimos y le decimos a los demás,
@GustavoMoralesL Como Estas Por Aya ?? Mi Querido Pandiya!!,
@marianaequi ¡Vientos! Va sanando bien chido. ¡Cuídate mucho esa manita!,
"@vidal_guitar eso es lo angustiante nada de información segura, muchas gracias por responder",
"Que gane el Madrid, pero que mi Ochoa no salga tan mal parado",
"@TuiteroRegio @Bomborisimo Jajajajajajajaj ya están peor que Peña, puro atole con el dedo a los tuiteros",
Como cuando sigo de vacaciones pero me tengo que desvelar por reportes de servicio social.,
Ya vamos casi a la mitad de enero y no he editado el video anual 2016.,
"Tardamos, pero está de regreso. @juanfutbol vuelve a su cuenta habitual. Regalo de Reyes para todos",
@iyolandagtz Esta en promociooon!!! ajajaaj cuando cumples o que? tal vez no este en nogales yaaa,
"Tengo hambre,pero si pido cena el chavo de la moto se va a mojar y seria mal pedo",
Es normal que después de todo un fin con mi novio ahora lo esté extrañando?... ._. ya traiganmelo,
"@CocaHdz_ Ya se, pero no puedo evitarlo !!! En vdd que si haces eso, sería como mi mejor regalo #LaVdd",
@ErickCancun Estamos en Las Américas y en la T2 y T3 del aeropuerto. También en la 5ta. Avenida de Playa del Carmen,
"@arisu_m ¡Ya merito, ya merito! Espero en unos días ya mandar la versión digital y para entonces ya estará trabajando el impreso.",
Éste es el momento justo de la vida en el cuál me pregunto ¿por qué diablos no aplique examen en la Facultad de economía?,
"Empezando a cumplir metas primero ser fiel a mi, a el, a tomar 1lt de agua y hacer ejercicio cambio de mentalidad y hábitos",
Cosas que abriré esta Navidad: -Los Tamales. -La Cerveza. -La piñata. Cosas que no abriré: -Regalos. -La puerta de tu corazón,
"74. Suuuuper buena onda, hay que platicar, veo que tenemos el mismo humor, además veo buenas cosas en ti, talento y pasión.",
Sera un To3 CC  Timebomb el dia domingo 18 de Diciembre a las 8:30 hora de Mexico. Pueden mandar sus teams apartir de ahora. Es libre,
"@diego_galvan se lo llevé a la sra q me lo cuida trae tos y flemas, y el grande del estómago, algo le cayó mal 2 hrs más!!",
"Hoy por fin no cene comida de la calle, hoy fuimos a walmart y comprams para que yo le hiciera de cenar, dsps de toda la semana cenar mal",
"Hay como 7 tipos que me tiran los perros bien cabrón, me invitan a salir y todo. EL ÚNICO con el que en verdad quiero, no me dice nada",
@HectorBrockwell excelente con de semana,
Extraño a Super Junior M #TeamSuperJunior #SOOMPIAWARDS,
Banda lirio la mejor del BAJIO,
Soy mas complicado que una mujer jajajajaja,
@Germagnate ahahahahah buenos días joven! Feliz año!,
Espero que este 2017 deje de ser una fracasada,
@deypunto Si! Ya voy a empezar la 2da temporada.,
En serio tengo muchas ganas de verte Te extraño demasiadoo..!,
Claro y a mi nadie me da los buenos días !!,
@AlexiaPalacio me dan asco los higos o no sé qué y todo en general,
No puedo dormir por estar pensando en ti. ya quiero Verte!!,
"Que pinche chiste tiene estar ""medio alto"" si todos aquí están bien pigmeos",
"Como no va a ser esencial lo bonito de la vida, su bella amistad.",
Que rica siestesita me aventé hasta pensé que ya era de mañana porque me levanto la alarma,
Mas cuando no tienes a alguien que te de esas palabras de aliento que necesitas para sentirte mejor,
"@tuamigatuitera pues ya ni nos hablas y si iré, iré como el 20 o algo así de enero!",
"Al final esperaba un, ""en serio quédatelo"", pero ni en seen me deja *Con mi hermano*",
@qtf Yo no opino lo mismo... escribe muy similar a mi hijo de 9 años... ya tiene firma!!,
Ah no mams mañana entro a la escue... JAJAJA no es cierto me quedan 20 días lo siento por los demás #OrgulloDeSerUACH,
"Un día me tropecé contigo y en lugar de meter las manos, metí todo el corazón. Me dí en la madre",
"Lo bueno de no ser mas que una tuitera es que cuando me encabrono con mi papá y mi hermana, nadie se entera",
"El mundo necesita personas que hagan las cosas que les gustan por amor y pasión, sobre todo diversión, pero no todas son redituables",
"@caguilera801 No, no estan Es un resumen de la novela, hay muchas partes que no estan. Estaria genial que estuvieran los 300 capitulos.",
No no no y no cambiare de compañía! Pa que quiero minutos y msj ilimitados si no tengo con quien hablara pa que aver paqueee?,
"@ATTMx @ATTMxAyuda hola, se supone que tengo whatsapp ilimitado, pero la app (ahora que no tengo datos) no me deja conectar, sólo fb y tl",
"Si me gustas, y un chingo (ojalá ese beso sobre la comisura de los labios hubiera sido más centrado) Yo neta no quería que te fueras",
"No mg ni me emociona la nueva película de bella y la bestia, no mg que hagan eso con películas que son un clásico y así deben de quedarse",
Ya me cansé de ver los juegos de la #LMB que se terminen muy noche.. piensan que uno no va a trabajar al día siguiente. O que pedo???,
Porque the City? alcohol adulterado y exceso de gente. Es pesimo! He ido 2 veces y las dos me la pase del asco. No quiero ir otra vez,
#YaNoHayDePastorJoven un golpe muy bajo,
Madurar es mas divertido contigo,
"#quierounanovia no gracias, soy homosexual.",
"@AndreaUgalde10 yo te entiendo,es demasiado deprimente",
Denme una llenadera porque dicen que no tengo,
"Gastar, malechor y basaltar son mas apropiados jajaj",
@epierard @SoffiaAlarcon feliz día!! Te guardamos un cachito Besos!,
Jamás me toca monito en la rosca. Quisiera ser relevante,
"Estoy feliz amigos, ya pase todas mis materias del primer semestre",
Hoy fue ese detalle!!!! happy!!!!,
@DignaRabieta ustedes venían enfiestados uno ya tenía vv más de cinco horas pues qué pues,
"Desvelado, cansado, cuasienfermo pero feliz. Vámonos al aeropuerto. Buenos días!",
@DaniellBautista se me paso el primer 23:23 del añoooo! &lt,
"Regla básica para hacer una fiesta de cumpleaños... TENER AMIGOS, no sé a quién invitar",
"@katikatkats no tengo fotos suyas, espero que sea real y que no exista solo en mi mente u.u",
Not Myself Tonight era hermosa pero el video rip off de Bad Romance arruinó todo para mi Queen X,
@chelita19_esme hahaha te la curas? con el que sea lo chido es ir Posiblemente contra Tigres vaya sho :v,
Wooooow que curativo es esto!!!! Me hace parecer menos perra y un poco mas agradable Me gusta,
—cuando te tenes que hacer de comer vos La vieja confiable ahre (Me hice dos huevos y no me salieron ),
Ese momento desgraciado en el que tu carro usa gasolina premium y a partir de marzo tus papás ya no te la pagaran,
#FelizJueves Mis pequeños amores Dios me los bendiga y me los llene de todo su amor Nunca dejen de luchar por lo que más quieren,
8 cilindros con un chinguero de tráfico citadino y con la gas bien carita. Es como tener un iPhone y no tener saldo jqjaj,
Qué bonito es encontrarte con tu crush runner y verlo aunque sea de lejitos. Aunque ni te reconozca cuando por fin se cruzan las miradas,
"Me voy a tener que tatuar unas gafas en la muñeca, a ver si así no olvido que estoy miope y no veo pasado los 2m",
"@nataliaenlu jajaja que pena, soy metiche. Es que mi mama si me dijo de pasar año nuevo en la playa pero ya no hay espacio en ninguno",
"Mis padres de vacaciones en Huatulco, mi hermana de viaje en Chile y yo en Colima. ¿Que tipo de familia somos? Porque no estamos juntos?",
"estaba sentada en una banca del parque, un señor estornudo y me asuste y se me cayo la tapa de mi jugo y se lleno de tierra k tristeza",
Tenia en mi cabeza la imagen perfecta de mi sábado con unas Pop corn de pollo y una Bud light. Pero me las comí y olvidé tomar la foto.,
"Todas las cosas que salen de ti, regresan a ti, así que no te preocupes por lo que vas a recibir, mejor preocúpate por lo que vas a dar",
@VmpRichard Lo dieron de baja,
@FanyLop92851606 ese yisus es un pervertido,
@PapiOsmi Tan buena esta? Quiero verla,
Y se acabó diciembre mi mes favorito,
Que triste que estas con alguien tan vacía,
Mis libros ya tendrían que estar conmigo desde ayer,
@JCuevasC El mal servicio refleja lo que son de seres humanos,
En mi nuevo trabajo Me tengo que levantarme a esta hora,
"¡TENGO HAMBRE! Alguien traegame una torta ricaaaaa, muy rica.",
@Cognified te juro que si tuviera Pc gamer o una decente jugaría también ahí,
"@HazzaLovesMe69 Que raro, desde hace rato que tengo los DMs desbloqueados ¿Pasó algo?",
"Ya hasta me duele la cabeza. Mañana/tarde pesada, pesadísima en la oficina.",
Si definieran su primer día del 2017 con una palabra cuál sería? Respondan citando #Este tuit,
"@ErickValdes_ JAJAJAJAJAJA trague puro brócoli y coliflor con pollo ahorita para echarme las tostadas, me las merezco",
"@g_yubari y seguir el consejo del lobo de caperucita roja: oirte mejor, verte mejor y comerte mejor",
Lo triste de este trimestre: salgo diario hasta las diez y no estaré con todo el crew.,
"#fiesta17millones @yuyacst HERMOSA, MIL FELICIDADES, esta familia crece y creceP NO TE GUSTÓ MI DIBUJITO QUE TE HICE?",
Me medio rompió mi corazón el novio de mi amiga dando su punto de vista acerca de mi situación sentimental jaja,
"Al menos en series, todos los robos en la actuación se compensaron con el premio a mejor serie - drama para #TheCrown #GoldenGlobes",
"@Cadena_Nelly: Hola, te deseo un feliz año nuevo 2017 lleno de salud, abundancia y éxitos en compañía de tus seres queridos",
"Si los patriotas ganan el partido dentro de 8 dias, nos vamos a la etapa que eh esperando en todo el maldito año",
Este año me toca portarme bien porque ya estoy advertido y amenazado por mis papas jajaja. Menos mal mis dos nombres son de santos,
@vltramorbid Uno se siente mal cuando lo ven. Como si no fuera suficiente sentirse feo y lo tienen que ver. Ay.,
La gente anda quejándose por el aumento a la gasolina pero nadie habla del aumento de los churrumaiz estos últimos años de $2 a $7,
"@iaz84 jajaja no ser Maléfica, de verdad la comida esta muy mal y el servicio igual, con las ganas que tenia de un buen coctel y caldo",
"Es imposible abstenerse a comer tamales, buñuelos, pavo, jamón, pastel, pay y sus relativos, en este mes, no puedo con tanta delicia",
"En 15 minutos, subiré un nuevo video a mi canal de youtube, es un pequeño regalo para que se lo empiecen a pasar de agasajo este viernes!",
"Esto se va a leer muy raro viniendo de mí, pero les juro que lo único que quiero en este momento es un abrazo y unos tacos al pastor.",
"Pues yo leo que a muchos ""Luke Cage"" les ha parecido malita. Pero uno ve y tiene un 8.2 de promedio en RT. Al menos abre al debate",
@erikafandesanz @cydie28 @regiolandesa @RegioSanz @AlejandroSanz hay papa no lo.olvido,
@BrandomCardenas uy te cotizas bien cabron,
Pues bueno 6 meses sin alcohol #sisepuede #purogym #chavitabien,
@mariobautista_ Daría todo por un disco tuyo autografiado,
Por poquito y se comen a mi perrito,
"@JorahElAndalo maldito suertudo, aquí no se sabe cuando saldrá",
Que triste que Guadalajara está igual de contaminado que Mty,
"@Cbrrrx yo solo robo corazones, daysino, ni eso puedo robar",
@RAMMS09 amigo como estas ? Buenos días perdón ayer me fui a dormir,
Hoy todo el día estuve triste porque ya mero entro a la facu,
Empece el año con una gripe bien perra y atascada estoy muriendo gggg 🤧🤧🤧🤧,
Ser feliz no significa que todo es perfecto. ... Buen día a todos!,
"Escuchan ""Now You're Gone"" de @VivandTheSect, uno de los mejores discos del 2016 #PropuestaMañanera",
No puedo creer que me haya propuesto dejar de fumar un mes y ya casi lo cumpla,
@tatuubreu La están promocionando solamente para que en Nova (España) la tengan en una futura programación!,
"Y por todos lados hablan de los bloqueos, de ENP, de Trump y pinches es muy deprimente",
"Lo bueno de crecer es que cosas que antes causaban un efecto emocional en mí, ahorita me vale madreeee #QueBonitoEsLoBonito",
"Ñeros, Avisen cuando vayan a saquear fotoregis, fotomecanica, fotoimagen, DJI Store o Droneshop, yo me apunto",
Encontré el Fb de un mesero que me gusta y lo quiero agregar pero no me quiero ver toda loca intensa.,
"@CarolinaPadron: Hola, te deseo un feliz año nuevo 2017 lleno de salud, abundancia y éxitos. Te mando un fuerte abrazo",
@danzaviejitos A lo mejor mi corazón es como los boilers que tardan en calentar porque no está funcionando mucho. Igual me gusta el frío,
@alehdzxa ay ya sé que soy la peor persona en whats  pero mándame siempre por fi. Ya el lunes te veo yeeeiiii,
@examonterrey: Pasando a desearles una muy feliz navidad a todo el equipo y a cada uno de sus locutores. Un abrazo desde San Luis Potosí,
"Tengo la misma blusa que esa vieja, y ella le desabrocha todos los botones, y se le marcan sus tres lonjas, por putita pues",
"Las personas como Panqué que están guapos pero dicen que no, me sacan así cabrón de onda. Entonces yo soy como una reliquia olmeca o algo",
"Dato curioso: Cada año nuestra Luna se desplaza lejos de su órbita 4 cm. aprox. En algunos millones de años, ya no será nuestro satélite",
"Días!!! Cada día es una nueva oportunidad. No pierdas tiempo pensando en lo que no hiciste ayer, enfócate en lo que harás hoy... Besitos",
Dipper le va a decir a Wendy... No estoy listo para esto.  Pero quiero verlo. Pero no quiero ver cómo lo rechazan.  D,
"¿Alguien quiere hablar? ¿Entrar a un grupo de WhatsApp? Eso ya está muy utilizado, pero es la verdad, jeje. ¿Alguien? ¿No? ¿Nadie? Okay.",
#HazteEscuchar pero no tan caro,
@samymtzl va a ganar tu tio @lopezobrador_,
Nada como empezar el año enfermo,
"@jair_mendieta me insultas noo, solo quiero verte",
@Swimmer_IT sabíamos que su partida traería graves consecuencias.,
El #NoaNoaStyle Es lo mejor que ha llegado a @luchalibreaaa @Pagano656 Enhorabuena #SinPayasoNoHayFiesta #ArrePapá,
mamá quiero ir a pp hoy ya no seas así,
Ya le dije a mi papa que mi auto está muerto,
@priincesapurple si ya había regresado pero me volví a dormir moría de sueño,
¿En dónde consigo unos buenos nachos de pastor hoy 1 de Enero?,
#este2017 la historia tiene que cambiar prometo hacer lo posible por tener novia este año,
"Como cuando duermo de día y de noche ando bien pilas, esto es fantástico",
Una parte de mi quiere salir a vivir y la otra quedarse en casa hecha taquito,
@LaGalletabi el shampoo? O el tratamiento? A mí el 3 min miracle me lo dejaba seco,
Risitas estás ahí ??? ...bueno no importa sólo pasaba a desearte buenas noches @soyalannavarro ...descansa,
Que decepción que gente que lo es todo te oculte cosas. ¿Tan difícil es decir la verdad?,
"@LizHeidern Hace streams buenos, a veces está muy vacío su chat, pero se pone bueno el ambiente con @L337LAG.",
¿Porqué las personas no captan la mega no indirecta de enviar flores? Mi escritorio se sigue viendo sin vida jajaja,
@AlanZNavarro cómo hago para que le des una escuchada a una buena banda de metal mexicana y me des tu opinión ¿?,
"@MiroslavaMont: Recibe un cálido y fuerte abrazo desde San Luis Potosí, S.L.P. P.D. Ya casi tu cumple!! n.n",
"Sí, mi vida, estás muy linda, tienes un cuerpazo, pero déjame te presento al cepillo de dientes y la pasta",
"@dominosmx siempre les doy preferencia y ahora me salen con que mi pedido llega 20 minutos tarde y sin el refresco, todavía me la cobran",
"Hola a todos corazones, buen día Y FELIZ NAVIDAD A TODOS USTEDES! DIOS ME LOS BENDIGA Y ME LOS LLENE DE TODO SU AMOR",
"En el video de my favorite part, Ariana Grande se ve increíblemente hermosa con el rimel corrido. Si yo lo traigo así, parezco drogadicta",
"Siempre que me gusta alguien, le gusto pero no puedo tener nada con el por que es mujeriego... Por que son asi? Quiero llorar jajajaj",
"Días!! El secreto del cambio es enfocar todas tus energías, no en la lucha contra lo viejo, sino en la construcción de lo nuevo.. Besitos",
lo malo de ya no estudiar matemáticas es que ya no le puedo decir al de la tienda que saque la integral de x de mis papitas y el refresco,
@MayezPalacios No mames! No son fieles ni a su propia raza!!! Ya no sé que esperar lo malo es que tengo una coneja y es igual. Complot,
- ¿Gusta que hablemos de la palabra del Señ... - Gusto de insertar mi pene por el ano de otros hombres - ... Buen día :v - Buen día,
@ErickLppz Tengo bien mala suerte,
que triste dejar mis novios,
@pinkpvlv idk solo estaba buscando el rosita,
Fue un muy buen primero de enero,
La resignación es como un suicidio cotidiano.,
@C_Ratia10 los rasguños de los gatos pueden ser fatales.,
@_edua55 Ya rugiste León Ya estufas La apuesta ya está hecha,
"Maldito jet lag, acabo de despertar a las 2 am",
"Te extraño como nunca, y no te tengo como siempre.",
¡Hola! A comenzar el año trabajando o con la mejor actitud.,
@CelopanYT @RoEnLaRed estando tan cerca pero tan lejos a 45min de distancia siendo exactos. Jajajaja,
"Mi celular sabe que soy mexicano, escribí white y me lo corrigió por ejote",
"Otra noche... Buenos días, alguien sabe por cuantas mas pasare?!?!",
"@AlexizGarza x eso luego le tienen miedo a la toxina, acudan a su plástico y oftalmo favorito",
"@yarisflores punto a favor jijiji, la cosa es que hoy si hice de todo menos quedarme en camita",
"Me da asco ver dos jotos (pobres, gays son millonarios) besándose los respeto pero no mamen",
"@IbanezXaro jajaja ya ves lo que ocasiona tu ausencia prolongada, mi cuate no me habla y mi sobrina me desconoce",
@ItsMisterPig When pones mayores de 21 y sabes que no podremos ir jajajaja Ni pedo ahí entraremos como sea Cristina y yo,
"Lo que más me está gustando de este primer día, es lo mucho que me dijeron lo bien que me veo",
@LeydaEstradat casi nunca te veo pq mi tele solo agarra 3 canales y ninguno el doce pero bueno creo nomas me pierdo tus reportajes,
"@DaniaRoberta A los delincuentes llamados ""POLITICOS"" solo les interesa ATASCARSE de dinero y propiedades... eso si, los domingos a MISA!",
Un día amanecí dormida afuera de mi cuarto JAJAJAJAJA eso quiere decir que soy sonámbula y tengo un chingo de historias más así....,
"Happy Birthday!!!! Ya eres legal, dtb hoy y siempre, mis mejores deseos te quiero mucho y al rato te veo",
"—¿Y la novia mijo? —El concepto de pareja es arcaico y reduccionista, pienso que la mujer debe tener libertad para pod —Nadie te pela —No",
"Estoy tan sad pero tan sad de los conciertos anunciados a los cuales no iré y la pinche Ruby con su guitarra, me deberían patrocinar a mi",
Mi papa está tan obsesionado con que me haga la bichetomia que ya me hizo cita con el médico y yo ni si quiera sé si quiero eso jajaja,
"@Alletta Llevo ya varios años aplicándola. Detesto la ""x"", medio puedo vivir con la ""@"" y la ""e"". Pero lo prefiero así.",
"a los chicos los ponen a hacer deportes y a las minas ricas a pelear con sus culos y tetas,cuando harán un anime de ""lesbianas"" decente?",
"Estaba regañando a un alumno que no me ha trabajado en todo el día y me salió con una ocurrencia y me reí, ya no me va a tomar en serio",
@manuriosfdez Hey manu hazme caso,
@Adjbg03 @emmanuelRE96 @leslygarciia11 @jocelynunzueta jajajajaja tu también estás invitado,
Dios ayúdame con las malas tentaciones,
Porque entro el 3 porque diosito bonito,
por que no nací con las cejas pobladas,
Valió verga el varicocele pinche balonazo que me dieron,
Ya extraño a mi mamá y todavia no me voy,
Siempre soy la culpable de la mierda de todos ¿no?,
@CauteSol22 ánimo acá en México será bienvenido! Saludos de un hincha de #CruzAzul,
@Jeglemqz bromeas verdad? Jamás y si voy seguido. Son mis favoritos.,
Llegan tiempos difíciles y lo único que me queda es afrontarlos y seguir adelante,
@PauCalz @KarzCavallari @johnny26cesc me dolió hasta la conciencia pero sin suda lo haría unas 10 veces más jajaja,
@marthamedecigo ay no! y si con él si quiero arriesgarme? Es que necesito contarte amixxx,
"la delincuencia va en aumento, acaban de atacar y saquear mi aldea en clash of clans",
"@AlmaPosts Sí, fue un árbol que al parecer alguien le prendió fuego, pero no pasó a mayores",
"Ya me da miedo dormir con alguien, hablo sola y que tal si digo cosas que no debo",
Yo mirando parejitas : ewww  Yo mirando a mis actores de doblaje favoritos emparejados entre sí: awww,
Como cuando piensas que hablas en voz bajita y toda la oficina se entera y te comentan de lo que dijiste,
Por eso nunca tengo espacio en los discos duros. Por eso cada año tengo que comprar uno nuevo de mayor capacidad,
"Si fuera bien idiota. Ya hubiera comprado un Alienware cn mi quincena al chaz chaz, pero se viene el ISR...",
Los sábados en la mañana tengo que ser muy silencioso porque si me escucha mi mamá me grita diciendo que baje la basura.,
Ya en casa para dormir y mi ex en sus quince años... Me ekivoke de Rubi jajajaja Buenas noches México a deskanzar x fin,
"Que emoción, a unos días de acabar el año. ¡Gracias! a tod@s los que nos siguen... Muy buen Lunes (Bueno pocos…",
Ya me bañé y me arreglé para salir a hacer las últimas compras navideñas y mi mamá no me hace caso por estar en el celular.,
Le acabo de decir la neta a un amigo porque trae pedos con una morra y se enojó conmigo. Si ya saben como soy pa'que me preguntan,
"Ayer hicimos un intercambio de broma, al final mi crush se quedó con mi regalo y una taza bien chida y yo, me quedé sin regalos.",
"@weexmx Un mes esperando mi chip 4G, no llego y me piden que de otra dirección con razón desconocida, voy al 7 eleven por un chip, no hay",
"Me enoja que otros me tiren la onda, que me inviten a salir, que se porten buena onda y que el que me gusta ni un pinche hola.",
"No me gusta que la gente se siente a lado de mi en biblio porque me da miedo poner mi música chola y ser juzgado (No, no tengo audífonos)",
#YoNecesitoDeUn #ercismo tengo un tragón metido,
